c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,s1r,s2r,s3r,s4r,s5r,s6r,s7r,s8r,s9r,s10r,s1ts,s2ts,s3ts,s4ts,s5ts,s6ts,s7ts,s8ts,s9ts,s10ts,result,gamemode
68,25,360,235,99,64,75,25,24,36,2289,2007,1525,2294,1901,1000,1000,2230,2421,2373,90,90,90,50,-30,-90,-90,-90,-10,30,True,ranked

37,203,92,41,55,4,82,67,45,875,1000,2193,2006,2072,1142,2083,1000,1701,2136,2373,10,10,10,10,-30,30,-90,90,-30,30,False,ranked

82,76,22,268,24,234,91,26,3,360,2412,1000,2371,2850,2371,2446,1000,2226,1000,2345,10,10,50,50,50,-10,-10,10,-90,-10,True,ranked

11,64,114,145,22,122,27,142,117,96,2412,1000,2371,2221,2371,1977,2083,1602,2654,1438,10,10,50,-10,50,-90,-90,30,10,30,False,ranked

82,80,875,887,222,33,203,22,117,523,2412,2371,1000,2371,1586,2494,1771,2226,2654,2312,10,50,10,50,-30,-10,-10,10,10,-10,True,ranked

154,245,122,64,107,64,777,103,887,99,1536,2175,2296,2209,1980,2371,2412,2439,2371,1000,90,90,90,90,-30,50,10,30,50,10,True,ranked

246,5,432,266,81,240,157,235,61,887,2121,2462,3131,2462,2294,2371,2412,2565,1000,2371,-30,-30,-50,-30,10,50,10,90,10,50,True,ranked

23,28,412,8,142,22,240,203,16,131,2842,2864,2743,2767,2840,2850,2815,2866,2482,3112,10,-30,10,-50,-30,50,90,50,90,90,False,ARAM

